"5663"	[7867808220000000000, "2018-09-01"]
"3703"	[2130330770000000000, "2018-05-01"]
"2931"	[1000000000000000000, "2018-02-01"]
"6659"	[5129285734842321822, "2019-06-01"]
"2676"	[34052047192436334259, "2018-02-01"]
"6056"	[25967086820000000000, "2018-10-01"]
"5002"	[13149842314932033983, "2018-08-01"]
"2362"	[15169790000000000000, "2017-11-01"]
"4503"	[32100000000000000000, "2018-06-01"]
"2444"	[500000000000000000, "2017-11-01"]
"5280"	[1630359000000000000, "2018-08-01"]
"6214"	[4861229115000000000, "2018-12-01"]
"3386"	[17880179770000000000, "2018-04-01"]
"2978"	[18734766080740316934, "2018-03-01"]
"6865"	[4131790230000000000, "2019-06-01"]
"2151"	[1794868000000000000, "2017-08-01"]
"2722"	[40000000000000000, "2018-01-01"]
"2416"	[10100000000000000000, "2017-11-01"]
"3774"	[400000000000000, "2018-06-01"]
"3628"	[2519198550000000000, "2018-05-01"]
"3221"	[11519139000000000000, "2018-04-01"]
"5224"	[2300243360000000000, "2018-08-01"]
"4519"	[130089870000000000, "2018-07-01"]
"5496"	[590000000000000000, "2018-08-01"]
"3842"	[3690000000000000000, "2018-05-01"]
"6655"	[2000000000000000000, "2019-05-01"]
"3829"	[500000000000000000, "2018-05-01"]
"5948"	[129995282684989000, "2018-10-01"]
"3329"	[37182325474000000000, "2018-04-01"]
"2941"	[6000811000000000000, "2018-03-01"]
"6164"	[4029588240000000000, "2018-12-01"]
"5360"	[1009672305000000000, "2018-08-01"]
"3484"	[10239958815435466345, "2018-04-01"]
"3109"	[64686989560000000000, "2018-03-01"]
"4966"	[10589024340000000000, "2018-07-01"]
"5724"	[5967733870000000000, "2018-09-01"]
"4545"	[2092294370000000000, "2018-07-01"]
"5238"	[6232106360000000000, "2018-08-01"]
"3870"	[27993333150000000000, "2018-05-01"]
"6751"	[71618397976807079947, "2019-06-01"]
"3334"	[4370003010000000000, "2018-04-01"]
"2132"	[1213887393874270060501, "2017-07-01"]
"5585"	[1868863760000000000, "2018-09-01"]
"4585"	[48081010520000000000, "2018-07-01"]
"2402"	[12079717830000000000, "2017-11-01"]
"2755"	[500257000000000000, "2018-08-01"]
"3228"	[100000000000000000, "2018-04-01"]
"90"	[12419780000000000, "2017-07-01"]
"2661"	[9753475520000000000, "2018-01-01"]
"2574"	[860000000000000000, "2017-12-01"]
"2187"	[4841410260000000000, "2017-09-01"]
"5814"	[31291148800363240001, "2018-10-01"]
"5319"	[548640800000000000, "2018-08-01"]
"3797"	[27689277785000000000, "2018-05-01"]
"4555"	[57969626900000000000, "2019-05-01"]
"3993"	[6487553560000000000, "2018-06-01"]
"2956"	[5390000000000000000, "2018-02-01"]
"4933"	[200000000000000000, "2018-07-01"]
"4748"	[36673777464100000000, "2018-07-01"]
"4792"	[683003425603681, "2018-07-01"]
"5805"	[73349000000000000, "2018-09-01"]
"2619"	[2012379961475407632, "2018-01-01"]
"3095"	[1000000000000000, "2018-03-01"]
"3177"	[4026616942928525225, "2018-04-01"]
"5670"	[50947020605194574519, "2018-09-01"]
"2310"	[625993880562573479200, "2017-12-01"]
"3649"	[40664096076991434833, "2018-05-01"]
"3551"	[500000000000000000, "2018-05-01"]
"4066"	[17149697230000000000, "2018-06-01"]
"6815"	[1495000000000000000, "2019-06-01"]
"4926"	[23011153820000000000, "2018-07-01"]
"6148"	[4527924700000000000, "2018-09-01"]
"2623"	[68403104497621571550, "2018-01-01"]
"4597"	[521965000000000000, "2018-07-01"]
"3394"	[6998000000000000000, "2018-04-01"]
"3368"	[198857299560000000000, "2018-04-01"]
"6790"	[12044533690000000000, "2018-08-01"]
"3322"	[8156000000000000000, "2018-04-01"]
"5784"	[15973885530000000000, "2019-03-01"]
"4590"	[1617565000000000000, "2018-07-01"]
"6776"	[110000000000000000, "2019-06-01"]
"5175"	[666938520000000000, "2018-08-01"]
"3684"	[2330936500000000000, "2018-05-01"]
"6909"	[40000000000000000, "2019-01-01"]
"2154"	[218472597600335418368, "2017-12-01"]
"3607"	[305248750000000000, "2018-05-01"]
"3430"	[10692898510000000000, "2018-04-01"]
"6781"	[20701339440000000000, "2018-07-01"]
"2619"	[43675294091095000000, "2018-01-01"]
"3038"	[6451590600000000000, "2018-03-01"]
"3861"	[1000000000000000000, "2018-05-01"]
"3085"	[4134385610000000000, "2018-03-01"]
"2282"	[3450000000000000000, "2017-09-01"]
"4611"	[1186810820000000000, "2018-07-01"]
"3512"	[35001656164000000000, "2018-05-01"]
"2934"	[13076682868753162722, "2018-02-01"]
"6816"	[64047130000000000, "2019-06-01"]
"3753"	[500000000000000000, "2018-05-01"]
"2371"	[2000000000000000000, "2017-10-01"]
"4431"	[4598885510000000000, "2018-06-01"]
"4768"	[33011045639777777777, "2018-07-01"]
"2167"	[180822816017643766504, "2017-09-01"]
"6003"	[2595517690000000000, "2018-10-01"]
"3053"	[72591122880000000000, "2018-04-01"]
"4298"	[1892701945918409874, "2018-06-01"]
"5574"	[11000000000000000000, "2018-09-01"]
"31"	[1902199484949186112, "2017-07-01"]
"5538"	[1588709580000000000, "2018-09-01"]
"3706"	[200000000000000000, "2018-05-01"]
"3270"	[20199611660000000000, "2018-03-01"]
"5281"	[3500050370000000000, "2018-08-01"]
"3940"	[32866570560000000000, "2018-05-01"]
"5623"	[507000000000000000, "2018-09-01"]
"6824"	[1000000000000000000, "2019-06-01"]
"5620"	[350000000000000000, "2018-09-01"]
"6687"	[1263762002860000000, "2018-11-01"]
"3594"	[22057000000000000000, "2018-05-01"]
"5421"	[2079701750000000000, "2018-09-01"]
"4842"	[908745319777777777, "2018-07-01"]
"3239"	[38643330726000000000, "2018-04-01"]
"3233"	[5972748000000000000, "2018-04-01"]
"5297"	[100000000000000000, "2018-08-01"]
"3036"	[29431639106385863120, "2018-03-01"]
